site_id,date,total_count,n_slots,commute_count,precip_mm,rainy_slots,heavy_slots,temp_mean,wind_mean,gust_max,hum_mean,pressure_mean,sun_min,radiation_mean,station_km,site_lat,site_lon,dow,month,weekend,rain_day,heavy_rain_day,commute_share,holiday,summer_break,covid
1,2019-12-20,204.0,192,74.0,3.22,26,0,11.194583333333334,,17.06,75.87401041666666,974.9811458333334,0.0,17.139927083333333,14.972683799800057,50.91618331151478,4.456121776137429,4,12,0,1,0,0.3627450980392157,0,0,0
1,2019-12-21,122.0,192,32.0,3.2800000000000002,28,0,7.522635416666667,,15.75,84.85208333333334,974.7534375,0.0,19.37261979166667,14.972683799800057,50.91618331151478,4.456121776137429,5,12,1,1,0,0.26229508196721313,0,0,0
1,2019-12-22,63.0,192,6.0,23.240000000000002,70,2,7.7074895833333334,,14.82,92.49322916666667,972.3845312499999,0.0,10.3744375,14.972683799800057,50.91618331151478,4.456121776137429,6,12,1,1,1,0.09523809523809523,0,0,0
1,2019-12-23,221.0,192,94.0,1.56,12,0,7.452661458333334,,9.88,87.4265625,994.50828125,0.0,19.336734375,14.972683799800057,50.91618331151478,4.456121776137429,0,12,0,1,0,0.4253393665158371,0,0,0
1,2019-12-24,158.0,192,53.0,2.66,16,0,8.567197916666666,,15.09,86.05520833333333,997.9660416666667,0.0,24.182385416666666,14.972683799800057,50.91618331151478,4.456121776137429,1,12,0,1,0,0.33544303797468356,0,0,0
1,2019-12-25,86.0,192,23.0,0.6799999999999999,12,0,6.630041666666667,,13.45,85.9328125,1008.24671875,0.0,13.206989583333334,14.972683799800057,50.91618331151478,4.456121776137429,2,12,0,1,0,0.26744186046511625,1,0,0
1,2019-12-26,159.0,192,66.0,5.0,34,0,3.928192708333333,,10.49,91.37135416666666,1009.303125,0.0,15.596916666666667,14.972683799800057,50.91618331151478,4.456121776137429,3,12,0,1,1,0.41509433962264153,0,0,0
1,2019-12-27,187.0,192,53.0,8.9,44,2,6.334208333333333,,9.86,93.79895833333335,1013.6479166666667,0.0,7.642677083333333,14.972683799800057,50.91618331151478,4.456121776137429,4,12,0,1,1,0.28342245989304815,0,0,0
1,2019-12-28,160.0,192,37.0,0.0,0,0,3.59609375,,5.154,88.83958333333334,1025.1343749999999,0.0,36.796838541666666,14.972683799800057,50.91618331151478,4.456121776137429,5,12,1,0,0,0.23125,0,0,0
1,2019-12-29,181.0,192,48.0,0.08,2,0,2.0541354166666665,,5.111,77.56838541666666,1023.1364583333334,0.0,37.28752083333333,14.972683799800057,50.91618331151478,4.456121776137429,6,12,1,1,0,0.26519337016574585,0,0,0
1,2019-12-30,240.0,192,98.0,0.0,0,0,5.11715625,,7.73,47.604739583333334,1018.2541666666666,0.0,47.235390625,14.972683799800057,50.91618331151478,4.456121776137429,0,12,0,0,0,0.4083333333333333,0,0,0
1,2019-12-31,165.0,192,55.0,0.0,0,0,3.5759791666666665,,7.92,80.36286458333333,1019.5817708333334,0.0,12.403442708333332,14.972683799800057,50.91618331151478,4.456121776137429,1,12,0,0,0,0.3333333333333333,0,0,0
1,2020-01-01,210.0,192,33.0,0.0,0,0,2.1818385416666666,,6.302,92.09322916666667,1018.3203125,0.0,46.57425,14.972683799800057,50.91618331151478,4.456121776137429,2,1,0,0,0,0.15714285714285714,1,0,0
1,2020-01-02,226.0,192,84.0,0.12,4,0,3.8403489583333332,,11.8,93.66302083333333,1012.31875,0.0,12.119114583333333,14.972683799800057,50.91618331151478,4.456121776137429,3,1,0,1,0,0.37168141592920356,0,0,0
1,2020-01-03,178.0,192,64.0,8.16,64,0,8.075265625,,14.92,91.31666666666666,1007.9526041666667,0.0,8.150359375,14.972683799800057,50.91618331151478,4.456121776137429,4,1,0,1,1,0.3595505617977528,0,0,0
1,2020-01-04,142.0,192,29.0,0.06,2,0,4.601067708333333,,9.02,90.35625,1019.2197916666668,0.0,38.149078124999996,14.972683799800057,50.91618331151478,4.456121776137429,5,1,1,1,0,0.20422535211267606,0,0,0
1,2020-01-05,152.0,192,21.0,0.0,0,0,6.1058125,,6.084,85.81041666666665,1021.6578125,0.0,12.239343750000002,14.972683799800057,50.91618331151478,4.456121776137429,6,1,1,0,0,0.13815789473684212,0,0,0
1,2020-01-06,400.0,192,206.0,3.12,12,0,5.559125000000001,,10.63,76.52291666666666,1012.7901041666668,0.0,49.170078125,14.972683799800057,50.91618331151478,4.456121776137429,0,1,0,1,0,0.515,0,0,0
1,2020-01-07,426.0,192,194.0,0.98,2,0,6.56865625,,13.55,91.51354166666665,1012.9416666666666,0.0,17.168411458333335,14.972683799800057,50.91618331151478,4.456121776137429,1,1,0,1,0,0.45539906103286387,0,0,0
1,2020-01-08,335.0,192,139.0,11.8,94,0,10.5625,,13.06,95.73229166666665,1010.5880208333333,0.0,6.123546875,14.972683799800057,50.91618331151478,4.456121776137429,2,1,0,1,1,0.41492537313432837,0,0,0
